cage,ID,glucose,time,dam,cohort,treatment,sex,rel.glucose
me-2,453,264,45,134,2,eTRF,male,123.94366197183098
me-2,453,294,60,134,2,eTRF,male,138.0281690140845
me-2,453,260,75,134,2,eTRF,male,122.06572769953053
me-2,453,335,90,134,2,eTRF,male,157.27699530516432
me-2,453,248,105,134,2,eTRF,male,116.4319248826291
me-2,453,239,120,134,2,eTRF,male,112.20657276995306
ma-2,472,165,0,123,2,AL,male,100
ma-2,472,334,15,123,2,AL,male,202.42424242424244
ma-2,472,278,30,123,2,AL,male,168.48484848484847
ma-2,472,210,45,123,2,AL,male,127.27272727272727
ma-2,472,204,60,123,2,AL,male,123.63636363636363
ma-2,472,191,75,123,2,AL,male,115.75757575757575
ma-2,472,201,90,123,2,AL,male,121.81818181818183
ma-2,472,181,105,123,2,AL,male,109.69696969696969
ma-2,472,192,120,123,2,AL,male,116.36363636363636
ma-2,473,243,0,123,2,AL,male,100
ma-2,473,382,15,123,2,AL,male,157.20164609053498
ma-2,473,362,30,123,2,AL,male,148.97119341563786
ma-2,473,306,45,123,2,AL,male,125.92592592592592
ma-2,473,318,60,123,2,AL,male,130.8641975308642
ma-2,473,275,75,123,2,AL,male,113.1687242798354
ma-2,473,269,90,123,2,AL,male,110.69958847736625
ma-2,473,254,105,123,2,AL,male,104.5267489711934
ma-2,473,253,120,123,2,AL,male,104.11522633744856
ma-2,468,207,0,143,2,AL,male,100
ma-2,468,381,15,143,2,AL,male,184.05797101449275
ma-2,468,327,30,143,2,AL,male,157.97101449275362
ma-2,468,223,45,143,2,AL,male,107.72946859903381
ma-2,468,205,60,143,2,AL,male,99.03381642512076
ma-2,468,200,75,143,2,AL,male,96.61835748792271
ma-2,468,244,90,143,2,AL,male,117.8743961352657
ma-2,468,191,105,143,2,AL,male,92.27053140096618
ma-2,468,198,120,143,2,AL,male,95.65217391304348
ma-2,469,281,0,143,2,AL,male,100
ma-2,469,308,15,143,2,AL,male,109.60854092526691
ma-2,469,252,30,143,2,AL,male,89.6797153024911
ma-2,469,268,45,143,2,AL,male,95.37366548042705
ma-2,469,217,60,143,2,AL,male,77.22419928825623
ma-2,469,201,75,143,2,AL,male,71.53024911032028
ma-2,469,210,90,143,2,AL,male,74.73309608540926
ma-2,469,220,105,143,2,AL,male,78.29181494661923
ma-2,469,191,120,143,2,AL,male,67.97153024911033
fa-2,474,194,0,123,2,AL,female,100
fa-2,474,304,15,123,2,AL,female,156.70103092783506
fa-2,474,333,30,123,2,AL,female,171.64948453608247
fa-2,474,234,45,123,2,AL,female,120.61855670103093
fa-2,474,244,60,123,2,AL,female,125.77319587628865
fa-2,474,265,75,123,2,AL,female,136.5979381443299
fa-2,474,322,90,123,2,AL,female,165.979381443299
fa-2,474,271,105,123,2,AL,female,139.69072164948452
fa-2,474,243,120,123,2,AL,female,125.25773195876289
fa-2,470,166,0,143,2,AL,female,100
fa-2,470,394,15,143,2,AL,female,237.34939759036146
fa-2,470,244,30,143,2,AL,female,146.9879518072289
fa-2,470,225,45,143,2,AL,female,135.5421686746988
fa-2,470,207,60,143,2,AL,female,124.69879518072288
fa-2,470,196,75,143,2,AL,female,118.07228915662651
fa-2,470,198,90,143,2,AL,female,119.27710843373494
fa-2,470,156,105,143,2,AL,female,93.97590361445783
fa-2,470,181,120,143,2,AL,female,109.03614457831326
fa-2,471,221,0,143,2,AL,female,100
fa-2,471,343,15,143,2,AL,female,155.20361990950227
fa-2,471,256,30,143,2,AL,female,115.8371040723982
fa-2,471,207,45,143,2,AL,female,93.66515837104072
fa-2,471,230,60,143,2,AL,female,104.07239819004526
fa-2,471,193,75,143,2,AL,female,87.33031674208145
fa-2,471,188,90,143,2,AL,female,85.06787330316742
fa-2,471,187,105,143,2,AL,female,84.61538461538461
fa-2,471,184,120,143,2,AL,female,83.2579185520362
