cage,ID,time,glucose,crash,dam,cohort,treatment,sex,rel.glucose
ma-1,460,120,101,no,146,2,AL,male,30.79268292682927
ma-1,461,0,302,no,146,2,AL,male,100
ma-1,461,15,122,no,146,2,AL,male,40.397350993377486
ma-1,461,30,89,no,146,2,AL,male,29.47019867549669
ma-1,461,45,111,no,146,2,AL,male,36.75496688741722
ma-1,461,60,96,no,146,2,AL,male,31.788079470198678
ma-1,461,75,79,no,146,2,AL,male,26.158940397350992
ma-1,461,90,62,no,146,2,AL,male,20.52980132450331
ma-1,461,105,150,no,146,2,AL,male,49.668874172185426
ma-1,461,120,175,no,146,2,AL,male,57.94701986754966
me-2,452,0,164,no,134,2,eTRF,male,100
me-2,452,15,109,no,134,2,eTRF,male,66.46341463414635
me-2,452,30,88,no,134,2,eTRF,male,53.65853658536586
me-2,452,45,61,no,134,2,eTRF,male,37.19512195121951
me-2,452,60,56,no,134,2,eTRF,male,34.146341463414636
me-2,452,75,65,no,134,2,eTRF,male,39.63414634146341
me-2,452,90,73,no,134,2,eTRF,male,44.51219512195122
me-2,452,105,101,no,134,2,eTRF,male,61.58536585365854
me-2,452,120,107,no,134,2,eTRF,male,65.2439024390244
me-2,453,0,211,no,134,2,eTRF,male,100
me-2,453,15,122,no,134,2,eTRF,male,57.81990521327014
me-2,453,30,94,no,134,2,eTRF,male,44.54976303317535
me-2,453,45,60,no,134,2,eTRF,male,28.436018957345972
me-2,453,60,35,no,134,2,eTRF,male,16.587677725118482
me-2,453,75,32,no,134,2,eTRF,male,15.165876777251185
me-2,453,90,27,no,134,2,eTRF,male,12.796208530805686
me-2,453,105,31,no,134,2,eTRF,male,14.691943127962084
me-2,453,120,41,no,134,2,eTRF,male,19.431279620853083
ma-2,472,0,147,yes,123,2,AL,male,100
ma-2,472,15,113,yes,123,2,AL,male,76.87074829931973
ma-2,472,30,113,yes,123,2,AL,male,76.87074829931973
ma-2,472,45,72,yes,123,2,AL,male,48.97959183673469
ma-2,472,60,43,yes,123,2,AL,male,29.25170068027211
ma-2,472,75,32,yes,123,2,AL,male,21.768707482993197
ma-2,472,90,25,yes,123,2,AL,male,17.006802721088434
ma-2,472,105,0,yes,123,2,AL,male,0
ma-2,472,120,0,yes,123,2,AL,male,0
ma-2,473,0,250,no,123,2,AL,male,100
ma-2,473,15,169,no,123,2,AL,male,67.60000000000001
ma-2,473,30,115,no,123,2,AL,male,46
ma-2,473,45,91,no,123,2,AL,male,36.4
ma-2,473,60,91,no,123,2,AL,male,36.4
ma-2,473,75,102,no,123,2,AL,male,40.8
ma-2,473,90,107,no,123,2,AL,male,42.8
ma-2,473,105,132,no,123,2,AL,male,52.800000000000004
ma-2,473,120,155,no,123,2,AL,male,62
ma-2,468,0,195,no,143,2,AL,male,100
ma-2,468,15,221,no,143,2,AL,male,113.33333333333333
ma-2,468,30,141,no,143,2,AL,male,72.3076923076923
ma-2,468,45,114,no,143,2,AL,male,58.46153846153847
ma-2,468,60,91,no,143,2,AL,male,46.666666666666664
ma-2,468,75,96,no,143,2,AL,male,49.23076923076923
ma-2,468,90,112,no,143,2,AL,male,57.43589743589743
ma-2,468,105,109,no,143,2,AL,male,55.8974358974359
ma-2,468,120,150,no,143,2,AL,male,76.92307692307693
ma-2,469,0,184,no,143,2,AL,male,100
ma-2,469,15,149,no,143,2,AL,male,80.97826086956522
ma-2,469,30,112,no,143,2,AL,male,60.86956521739131
ma-2,469,45,85,no,143,2,AL,male,46.19565217391305
ma-2,469,60,81,no,143,2,AL,male,44.02173913043478
ma-2,469,75,87,no,143,2,AL,male,47.28260869565217
ma-2,469,90,94,no,143,2,AL,male,51.08695652173913
ma-2,469,105,101,no,143,2,AL,male,54.891304347826086
ma-2,469,120,133,no,143,2,AL,male,72.28260869565217
fa-2,474,0,151,yes,123,2,AL,female,100
fa-2,474,15,101,yes,123,2,AL,female,66.88741721854305
fa-2,474,30,39,yes,123,2,AL,female,25.82781456953642
fa-2,474,45,26,yes,123,2,AL,female,17.218543046357617
fa-2,474,60,0,yes,123,2,AL,female,0
fa-2,474,75,0,yes,123,2,AL,female,0
fa-2,474,90,0,yes,123,2,AL,female,0
fa-2,474,105,0,yes,123,2,AL,female,0
fa-2,474,120,0,yes,123,2,AL,female,0
fa-2,470,0,173,yes,143,2,AL,female,100
fa-2,470,15,171,yes,143,2,AL,female,98.84393063583815
fa-2,470,30,66,yes,143,2,AL,female,38.15028901734104
fa-2,470,45,30,yes,143,2,AL,female,17.341040462427745
fa-2,470,60,24,yes,143,2,AL,female,13.872832369942195
fa-2,470,75,0,yes,143,2,AL,female,0
fa-2,470,90,0,yes,143,2,AL,female,0
fa-2,470,105,0,yes,143,2,AL,female,0
fa-2,470,120,0,yes,143,2,AL,female,0
fa-2,471,0,187,yes,143,2,AL,female,100
fa-2,471,15,130,yes,143,2,AL,female,69.5187165775401
fa-2,471,30,43,yes,143,2,AL,female,22.994652406417114
fa-2,471,45,22,yes,143,2,AL,female,11.76470588235294
fa-2,471,60,0,yes,143,2,AL,female,0
fa-2,471,75,0,yes,143,2,AL,female,0
fa-2,471,90,0,yes,143,2,AL,female,0
fa-2,471,105,0,yes,143,2,AL,female,0
fa-2,471,120,0,yes,143,2,AL,female,0
